checkpoint_id,c,residual_max,tolerance
ckpt_00050,6.800000,0.000000,0.030000
ckpt_00075,6.800000,0.000000,0.030000
ckpt_00100,6.800000,0.000000,0.030000
ckpt_00125,6.800000,0.000000,0.030000
ckpt_00150,6.800000,0.000000,0.030000
ckpt_00175,6.800000,0.000000,0.030000
end_state,6.800000,0.000000,0.030000
